purchase_id,lastname,purchase_date,stars,price,favorite_flower
1189,WALKER,2017-02-23,2,19.84,
1190,POWELL,2017-07-04,4,20.12,gardenia
1191,ROBINSON,2017-05-18,5,40.1,
1192,STEWART,2017-07-19,4,19.72,tulip
1193,HALE,2017-08-23,5,8.28,rose
1194,MCCOY,2017-02-08,3,,sunflower
1195,DANIELS,2017-01-25,5,21.39,rose
1196,RICHARDS,2017-05-17,3,19.58,lilac
1197,DANIELS,2017-01-30,4,21.8,
1198,MARSHALL,2017-04-26,5,21.81,carnation
1199,CARROLL,2017-06-07,4,20.05,tulip
1200,DANIELS,2017-01-16,4,19.25,rose
1201,OBRIEN,2017-06-26,2,10.28,
1202,KING,2017-01-04,3,38.5,rose
1203,GRIFFIN,2017-09-03,4,,iris
1204,GARDNER,2017-01-21,2,10.76,gardenia
1205,GORDON,2017-09-04,5,20.68,rose
1206,ROBINSON,2017-03-22,5,39.91,lilac
1207,MORALES,2017-01-01,5,19.17,jasmine
1208,DAVIDSON,2017-01-14,5,21.53,sunflower
1209,ROBINSON,2017-05-07,5,10.69,lilac
1210,ROBINSON,2017-04-18,5,21.09,lilac
1211,MOORE,2017-02-07,5,18.94,
1212,CLARK,2017-03-10,3,,gardenia
1213,MORALES,2017-03-23,4,11.05,jasmine
1214,MAY,2017-05-31,3,9.13,rose
1215,ROBINSON,2017-08-16,2,20.98,lilac
1216,HARPER,2017-06-02,4,18.88,
1217,CARLSON,2017-03-28,5,18.63,rose
1218,WOOD,2017-08-11,3,9.54,sunflower
1219,GONZALES,2017-04-06,2,9.8,
1220,DUNN,2017-05-12,5,40.63,daffodil
1221,PALMER,2017-08-27,3,18.3,gardenia
1222,RICE,2017-02-12,4,19.8,
1223,CALDWELL,2017-08-12,3,19.62,
1224,ROBINSON,2017-06-21,5,20.02,
1225,ROSE,2017-02-24,4,19.15,gardenia
1226,MILLER,2017-05-21,3,20.67,daffodil
1227,WOODS,2017-05-19,3,20.1,sunflower
1228,DIXON,2017-05-18,3,40.03,gerbera
1229,JOHNSTON,2017-05-14,5,10.78,orchid
1230,WEAVER,2017-08-24,1,21.47,sunflower
1231,MCKINNEY,2017-01-22,5,18.65,
1232,ROBINSON,2017-02-17,5,21.38,lilac
1233,ROBINSON,2017-06-01,5,19.73,
1234,ROBINSON,2017-07-10,1,39.77,lilac
1235,BERRY,2017-08-30,4,39.28,iris
1236,HOLMES,2017-08-02,3,19.18,rose
1237,HOFFMAN,2017-01-16,2,38.77,sunflower
1238,HUNTER,2017-04-02,2,11.28,
1239,FERNANDEZ,2017-01-16,1,41.59,carnation
1240,GARDNER,2017-02-03,3,20.02,gardenia
1241,ROBINSON,2017-02-13,5,9.68,
1242,HOFFMAN,2017-04-05,4,17.74,sunflower
1243,PRICE,2017-04-25,4,10.27,daisy
1244,CURTIS,2017-04-21,3,40.87,sunflower
1245,ROBINSON,2017-01-14,5,39.67,lilac
1246,REYES,2017-01-30,4,20.35,rose
1247,ROBINSON,2017-03-23,5,11.36,
1248,NEWMAN,2017-03-23,4,9.73,
1249,CHAMBERS,2017-04-15,4,9.78,gerbera
1250,MITCHELL,2017-06-20,1,40.78,lilac
1251,HARRISON,2017-05-21,1,21.8,orchid
1252,HORTON,2017-01-02,1,19.38,tulip
1253,PAYNE,2017-01-30,4,21.82,rose
1254,HALE,2017-07-12,4,39.6,rose
1255,KELLY,2017-02-28,4,19.81,daisy
1256,ROBINSON,2017-06-21,5,40.6,
1257,DANIELS,2017-03-02,1,9.9,rose
1258,ROBINSON,2017-07-24,5,40.46,lilac
1259,PAYNE,2017-02-19,5,38.53,
1260,ROBINSON,2017-08-29,4,9.93,lilac
1261,ELLIS,2017-05-09,3,39.88,daisy
1262,ROBINSON,2017-07-06,5,19.51,lilac
1263,KING,2017-02-18,5,39.92,rose
1264,ROBINSON,2017-04-01,5,40.35,lilac
1265,HOWELL,2017-02-23,1,19.68,lilac
1266,OWENS,2017-05-26,1,18.92,iris
1267,RICHARDS,2017-07-13,3,21.57,lilac
1268,HOLT,2017-03-24,3,20.55,gerbera
1269,RAMOS,2017-01-10,3,39.49,orchid
1270,CARLSON,2017-01-12,2,40.53,rose
1271,LEWIS,2017-06-23,2,20.66,gerbera
1272,WOOD,2017-08-13,1,20.48,sunflower
1273,WILLIAMS,2017-01-23,5,39.41,daffodil
1274,WATSON,2017-01-27,4,19.1,iris
1275,WHEELER,2017-05-11,4,20.73,orchid
1276,SANDERS,2017-08-03,4,37.99,daffodil
1277,BAILEY,2017-02-16,2,41.25,
1278,RUSSELL,2017-08-03,5,10.19,carnation
1279,ALVAREZ,2017-01-17,3,20.68,orchid
1280,SUTTON,2017-05-20,5,21.15,jasmine
1281,ORTIZ,2017-04-23,1,20.53,
1282,HALE,2017-02-28,3,9.67,rose
1283,GOMEZ,2017-06-08,4,10.87,tulip
1284,BARNETT,2017-04-25,5,18.78,gardenia
1285,SPENCER,2017-08-16,2,17.89,orchid
1286,HUNTER,2017-05-16,5,40.21,
1287,CALDWELL,2017-05-06,3,38.87,carnation
1288,MORRIS,2017-03-21,2,10.7,
1289,CALDWELL,2017-07-17,1,19.26,carnation
1290,ORTIZ,2017-06-05,4,21.11,carnation
1291,MILLS,2017-07-28,4,38.39,rose
1292,JOHNSON,2017-08-29,5,21.18,daisy
1293,BLACK,2017-04-12,4,39.8,
1294,BYRD,2017-02-01,4,39.14,gardenia
1295,HOLLAND,2017-07-09,4,41.24,jasmine
1296,BECK,2017-05-01,5,11.45,orchid
1297,CALDWELL,2017-04-05,5,40.09,
1298,ROBINSON,2017-01-07,5,10.6,lilac
1299,ROBINSON,2017-02-18,2,9.0,lilac
1300,TURNER,2017-08-17,2,18.77,iris
1301,CRAIG,2017-08-25,3,40.9,gardenia
1302,BROOKS,2017-05-04,5,20.68,
1303,SANDERS,2017-08-18,2,20.71,daffodil
1304,MYERS,2017-07-16,4,39.69,gerbera
1305,NGUYEN,2017-07-18,4,20.95,gerbera
1306,ROBINSON,2017-01-09,5,17.91,lilac
1307,SNYDER,2017-05-10,3,41.72,sunflower
1308,ROBINSON,2017-02-18,5,39.33,lilac
1309,PRICE,2017-08-16,1,19.31,daisy
1310,ROBINSON,2017-08-17,5,10.17,lilac
1311,ROBINSON,2017-01-01,3,10.07,lilac
1312,ELLIS,2017-03-09,5,39.86,daisy
1313,BAILEY,2017-04-14,4,20.11,rose
1314,ROBINSON,2017-08-02,5,20.76,lilac
1315,JACOBS,2017-04-11,5,40.5,carnation
1316,WELCH,2017-04-05,1,9.18,daisy
1317,STEVENS,2017-07-18,3,18.51,jasmine
1318,ROBINSON,2017-06-13,3,38.02,lilac
1319,ROBERTS,2017-06-13,4,19.05,tulip
1320,ROBINSON,2017-03-21,5,39.35,lilac
1321,JACOBS,2017-08-30,4,9.54,
1322,HOLMES,2017-01-20,4,8.28,rose
1323,BELL,2017-06-29,1,41.24,gardenia
1324,CASTRO,2017-05-10,5,20.59,gardenia
1325,ROBINSON,2017-02-04,5,39.99,lilac
1326,JACOBS,2017-01-31,5,39.9,carnation
1327,RICHARDSON,2017-05-23,5,10.22,jasmine
1328,MURRAY,2017-07-15,5,38.83,daffodil
1329,WHEELER,2017-04-07,3,38.65,orchid
1330,DAY,2017-03-06,3,39.18,orchid
1331,SHELTON,2017-04-06,5,19.76,rose
1332,STEWART,2017-05-09,3,9.34,tulip
1333,CARPENTER,2017-05-18,3,20.38,
1334,RAMOS,2017-02-20,5,39.48,
1335,ROBINSON,2017-03-08,3,19.07,lilac
1336,CARLSON,2017-08-21,4,20.29,rose
1337,HOLLAND,2017-07-02,4,38.48,jasmine
1338,ROBINSON,2017-04-30,5,8.18,lilac
1339,DOUGLAS,2017-05-22,3,39.55,daisy
1340,MILLER,2017-07-28,5,10.74,daffodil
1341,BUTLER,2017-04-22,2,39.64,tulip
1342,ROBINSON,2017-08-11,5,20.7,lilac
1343,DANIELS,2017-04-16,4,19.96,rose
1344,BROWN,2017-05-15,5,20.56,daffodil
1345,HARPER,2017-04-01,3,18.84,tulip
1346,CASTILLO,2017-01-07,2,40.08,gardenia
1347,ROBINSON,2017-01-09,4,19.96,lilac
1348,ROBINSON,2017-04-08,5,41.93,lilac
1349,GRAY,2017-04-08,3,19.72,gerbera
1350,HUNTER,2017-07-09,1,21.35,
1351,ROBINSON,2017-08-01,5,40.29,lilac
1352,ORTIZ,2017-06-29,1,19.92,carnation
1353,RAY,2017-05-31,5,40.23,jasmine
1354,HUNTER,2017-07-04,2,8.86,
1355,BANKS,2017-02-18,5,21.13,orchid
1356,GRAY,2017-08-12,5,19.36,gerbera
1357,ROBINSON,2017-01-31,5,7.84,lilac
1358,FLEMING,2017-01-30,4,39.03,sunflower
1359,SOTO,2017-01-31,5,19.66,lilac
1360,JIMENEZ,2017-04-21,3,,tulip
1361,HARPER,2017-01-01,4,20.61,
1362,HAMILTON,2017-03-17,5,21.15,lilac
1363,ROBINSON,2017-03-18,5,20.85,lilac
1364,ORTIZ,2017-03-16,1,20.42,carnation
1365,MCCOY,2017-08-02,5,20.72,sunflower
1366,RICHARDS,2017-06-15,2,19.45,
1367,HUDSON,2017-06-14,5,,gardenia
1368,COLEMAN,2017-05-21,4,19.41,tulip
1369,ROBINSON,2017-05-17,1,9.28,lilac
1370,DANIELS,2017-05-30,3,40.0,rose
1371,WARD,2017-02-25,5,39.77,gerbera
1372,ROBINSON,2017-01-16,3,38.37,lilac
1373,LYNCH,2017-06-18,4,20.43,daisy
1374,ROBINSON,2017-01-04,5,9.86,lilac
1375,HAYES,2017-08-27,1,19.09,jasmine
1376,ROBINSON,2017-02-27,4,20.06,lilac
1377,RUIZ,2017-04-01,1,40.89,
1378,LYNCH,2017-05-25,5,20.12,daisy
1379,MORRISON,2017-05-27,5,9.33,gardenia
1380,LUCAS,2017-02-16,5,20.13,carnation
1381,BROWN,2017-01-05,2,17.59,daffodil
1382,LITTLE,2017-07-17,4,,gardenia
1383,ROBINSON,2017-02-04,2,20.22,lilac
1384,ROBINSON,2017-06-10,5,20.41,lilac
1385,FERGUSON,2017-02-27,3,11.39,daffodil
1386,GONZALES,2017-06-30,4,10.23,
1387,MORALES,2017-07-25,5,19.37,jasmine
1388,BARNETT,2017-02-25,2,20.79,gardenia
1389,HERRERA,2017-06-07,4,11.13,rose
1390,MCKINNEY,2017-05-10,3,20.85,gardenia
1391,ROBINSON,2017-02-09,4,17.39,
1392,HUNTER,2017-02-11,4,41.21,rose
1393,SHAW,2017-06-11,3,11.09,sunflower
1394,FERNANDEZ,2017-08-09,2,18.98,carnation
1395,BURKE,2017-05-11,2,39.67,daffodil
1396,ORTIZ,2017-07-16,1,41.96,carnation
1397,MORGAN,2017-06-06,3,9.35,tulip
1398,DANIELS,2017-04-17,5,19.94,
1399,HALE,2017-06-27,3,40.09,rose
1400,RICHARDSON,2017-08-05,5,38.67,
1401,BELL,2017-06-07,3,19.04,
1402,JOHNSTON,2017-02-11,5,19.18,
1403,GONZALES,2017-04-20,5,40.08,
1404,GARCIA,2017-01-05,2,40.6,
1405,FOX,2017-03-25,2,39.62,
1406,GREENE,2017-04-12,4,41.09,rose
1407,ROBINSON,2017-07-01,5,19.43,lilac
1408,ROBINSON,2017-07-01,3,19.94,lilac
1409,ROBINSON,2017-01-21,5,19.61,lilac
1410,ROBINSON,2017-05-03,4,9.94,lilac
1411,ROBINSON,2017-07-02,5,20.72,lilac
1412,CRAWFORD,2017-01-17,5,20.71,carnation
1413,ROBINSON,2017-07-12,5,19.14,
1414,GOMEZ,2017-03-23,1,39.68,
1415,WARD,2017-07-20,3,40.67,gerbera
1416,DUNN,2017-04-18,1,19.7,daffodil
1417,JOHNSTON,2017-07-12,5,19.2,orchid
1418,GREEN,2017-01-15,3,20.95,daffodil
1419,ROGERS,2017-06-20,2,40.73,
1420,LARSON,2017-09-04,4,21.07,tulip
1421,ALLEN,2017-07-01,4,19.86,rose
1422,HORTON,2017-07-18,1,39.32,tulip
1423,WHITE,2017-08-14,1,17.85,gardenia
1424,ROBINSON,2017-01-12,1,39.58,lilac
1425,CARROLL,2017-02-15,5,18.56,tulip
1426,WILLIAMS,2017-03-25,3,39.12,daffodil
1427,GUTIERREZ,2017-03-20,3,38.71,gerbera
1428,ROBINSON,2017-03-29,4,17.5,lilac
1429,ROBINSON,2017-01-28,4,,lilac
1430,ROBINSON,2017-06-22,5,40.05,lilac
1431,BURKE,2017-05-30,4,8.32,daffodil
1432,RICE,2017-02-18,3,19.55,gerbera
1433,MARTINEZ,2017-05-21,4,41.43,gardenia
1434,ROBINSON,2017-07-03,4,10.01,
1435,ANDREWS,2017-06-08,2,20.23,orchid
1436,BAILEY,2017-05-02,2,39.25,rose
1437,GARZA,2017-08-13,5,38.95,daffodil
1438,WEBB,2017-04-01,3,21.7,
1439,GRAVES,2017-02-15,2,20.67,
1440,CARROLL,2017-05-08,5,19.55,tulip
1441,PERKINS,2017-07-26,3,20.09,iris
1442,KING,2017-04-23,4,39.51,
1443,ROBINSON,2017-05-24,5,39.62,lilac
1444,MARSHALL,2017-05-06,3,38.62,carnation
1445,HUDSON,2017-04-28,3,7.62,
1446,DUNN,2017-07-14,3,20.28,daffodil
1447,ROBINSON,2017-01-02,5,10.07,lilac
1448,ROBINSON,2017-06-13,5,19.25,lilac
1449,ROBINSON,2017-06-18,5,39.18,lilac
1450,HILL,2017-05-19,3,17.98,
1451,RAMOS,2017-07-08,1,10.24,orchid
1452,CURTIS,2017-08-02,2,21.15,sunflower
1453,ROBINSON,2017-03-16,5,22.07,lilac
1454,MCCOY,2017-06-10,4,20.11,
1455,RAMOS,2017-08-25,4,39.46,orchid
1456,ROBINSON,2017-05-17,5,19.6,lilac
1457,KNIGHT,2017-02-26,4,18.23,gardenia
1458,HUNTER,2017-01-18,4,42.83,rose
1459,ANDERSON,2017-03-25,2,10.07,daisy
1460,JACOBS,2017-04-20,5,19.31,carnation
1461,VASQUEZ,2017-06-25,4,37.76,gardenia
1462,RHODES,2017-03-15,4,18.3,carnation
1463,ROBINSON,2017-04-23,5,21.61,lilac
1464,ROBINSON,2017-07-12,5,8.24,
1465,FLEMING,2017-06-28,3,11.17,sunflower
1466,ROBINSON,2017-08-21,3,21.19,lilac
1467,MENDOZA,2017-08-09,5,18.95,
1468,JACOBS,2017-06-24,4,40.0,carnation
1469,CARROLL,2017-06-09,3,,tulip
1470,SANDERS,2017-04-30,1,39.93,daffodil
1471,DANIELS,2017-08-02,3,18.99,rose
1472,HART,2017-07-30,1,19.21,gardenia
1473,DANIELS,2017-08-05,2,38.1,rose
1474,ROBINSON,2017-07-17,5,8.68,
1475,ROBINSON,2017-04-16,5,19.97,lilac
1476,GRAHAM,2017-08-02,2,10.29,lilac
1477,ROBINSON,2017-05-21,2,11.76,
1478,BATES,2017-07-03,3,38.89,daisy
1479,ROBINSON,2017-06-04,4,38.84,lilac
1480,FOX,2017-01-13,2,10.08,
1481,HUNTER,2017-08-03,1,41.65,rose
1482,ROBINSON,2017-06-07,5,39.01,lilac
1483,CURTIS,2017-08-27,3,9.91,sunflower
1484,ROBINSON,2017-07-17,5,40.39,lilac
1485,HUNT,2017-08-22,4,19.55,gerbera
1486,MORRISON,2017-03-01,5,20.07,gardenia
1487,MORALES,2017-06-11,4,39.75,jasmine
1488,ROBINSON,2017-01-03,2,41.54,lilac
1489,HUDSON,2017-08-30,4,38.58,gardenia
1490,OLSON,2017-03-21,4,40.39,lilac
1491,MURRAY,2017-06-21,5,11.81,daffodil
1492,ROBINSON,2017-03-02,2,40.56,lilac
1493,ROBINSON,2017-07-30,5,10.64,
1494,ROBINSON,2017-05-29,1,39.54,lilac
1495,FORD,2017-06-06,4,21.1,carnation
1496,RYAN,2017-03-09,5,10.42,
1497,ROBINSON,2017-07-25,5,20.67,lilac
1498,CARLSON,2017-02-06,3,18.89,rose
1499,BISHOP,2017-01-26,4,9.92,sunflower
1500,BENNETT,2017-04-26,3,20.37,rose
1501,ROBINSON,2017-01-08,5,19.96,
1502,FREEMAN,2017-03-12,4,19.32,gerbera
1503,HUNTER,2017-02-15,2,19.63,rose
1504,CASTRO,2017-08-20,4,20.59,gardenia
1505,ROBINSON,2017-03-20,4,21.08,lilac
1506,COLEMAN,2017-02-06,2,20.26,tulip
1507,CASTRO,2017-06-03,5,20.93,gardenia
1508,ROBINSON,2017-01-11,5,39.86,lilac
1509,NEAL,2017-09-03,3,39.22,
1510,DANIELS,2017-08-29,5,20.95,rose
1511,FREEMAN,2017-03-28,3,39.28,gerbera
1512,EVANS,2017-04-05,1,38.55,daisy
1513,REID,2017-07-12,1,39.58,jasmine
1514,ROBINSON,2017-06-17,4,10.05,
1515,ROBINSON,2017-01-08,4,38.8,
1516,DANIELS,2017-03-25,4,9.29,rose
1517,ROBINSON,2017-08-09,4,8.87,lilac
1518,ADAMS,2017-01-22,4,39.07,orchid
1519,BURKE,2017-04-23,3,19.41,
1520,JACOBS,2017-07-22,5,19.47,
1521,ROBINSON,2017-06-22,2,9.45,lilac
1522,WAGNER,2017-03-18,2,,iris
1523,DAY,2017-05-31,3,20.4,orchid
1524,STEWART,2017-08-31,4,20.55,tulip
1525,ROBINSON,2017-02-10,5,8.84,lilac
1526,ROBINSON,2017-07-08,5,9.75,
1527,ROBINSON,2017-07-23,5,20.21,lilac
1528,GRANT,2017-06-18,1,9.89,tulip
1529,CALDWELL,2017-04-07,5,42.12,carnation
1530,FIELDS,2017-03-25,1,21.15,lilac
1531,MORALES,2017-03-09,3,19.29,jasmine
1532,FOSTER,2017-06-09,3,19.97,daffodil
1533,RIVERA,2017-07-14,5,11.84,
1534,ROBINSON,2017-01-06,5,20.68,lilac
1535,CURTIS,2017-08-13,3,21.07,sunflower
1536,ROBINSON,2017-01-06,5,20.22,lilac
1537,GOMEZ,2017-05-31,3,19.27,tulip
1538,HOLLAND,2017-06-07,5,39.86,jasmine
1539,AUSTIN,2017-05-10,5,41.29,jasmine
1540,ROBINSON,2017-07-20,5,11.16,
1541,CARROLL,2017-05-21,1,38.94,tulip
1542,HOWELL,2017-07-29,3,40.04,lilac
1543,KIM,2017-03-15,5,21.11,gerbera
1544,BISHOP,2017-04-19,5,20.83,
